ID,TITLE,LOCATION,SALARY,SUMMARY,LINK
667,ETL Developer,United States,,"? Five (5) years of experience using SAS to perform ETL.
 ? Three (3) years of experience using Perl to perform ETL functions.",https://www.indeed.com/viewjob?jk=d6d319c0a27a2fb8
668,"Summer Internship - Marketing Data Analytics

new","Renton, WA 98057",,Aftermarket support includes world class customer centers that deliver industry leading uptime in conjunction with our outstanding supply chain that delivers…,https://www.indeed.com/viewjob?jk=12b852a9f44697f3
669,"Intermediate Network Engineer

new","Seattle, WA",,"We thrive on providing excellent customer service, deploying innovative solutions, and solving business problems with technology.",https://www.indeed.com/viewjob?jk=4cef7014b8f19c7a
670,Python Developer,"Baltimore, MD 21244 (Howard Park area)",From $40 an hour,"Must have experience with Agile and Integration Solution Development.
 Experience working on SaaS products preferred.
 Writing unit and integration tests.",https://www.indeed.com/viewjob?jk=3c62098ba4101196
671,"Software Engineer, Intern/Co-op",Remote,,"1 or more years of experience with perl, java, php, python, or c++.
 It's common to write code and have it running live on the site hours later.",https://www.indeed.com/viewjob?jk=0254e50c280e727f
672,QA Manual Tester,"Dallas, TX",$35 an hour,"Work closely with Quality Assurance roles and other departments to ensure quality products with clear project deliverable and timelines, and to ensure timely…",https://www.indeed.com/viewjob?jk=687036ffe9aa0419
673,Research Intern - Quantum Programming,"Redmond, WA",,"Interns put inquiry and theory into practice.
 Interns not only advance their own careers, but they also contribute to exciting research and development strides.",https://www.indeed.com/viewjob?jk=79e7ebb6f11718cc
674,"087: Data Engineer (Remote, Part-time)

new",Michigan,,"Our client, a dynamic tech consulting firm has asked us to help them find a super-strong data engineer for a 4-6 week part-time contract to assist their…",https://www.indeed.com/viewjob?jk=bc2d82f3c47a5baa
675,Jr. Frontend Developer,Texas,,"Work closely with developers and designers to guide front-end decisions on a daily basis.
 Turn UI/UX designs into functional prototypes that provide excellent…",https://www.indeed.com/viewjob?jk=7638611eaa42ca25
676,Member of Technical Staff 1,"Bellevue, WA",,"Manage international shipping challenges (Customs, Import Requirements etc.) on behalf of sellers.
 Predictive models for Delivery Estimates, Shipping…",https://www.indeed.com/viewjob?jk=21d50a67a6e41d8a
677,Freelance Technical Writer,Remote,$8 - $52 an hour,"You must be familiar with multiple programming languages and concepts, including PHP, JavaScript, the waterfall model, object-oriented programming, and APIs.",https://www.indeed.com/viewjob?jk=35a2834ba1550722
678,Python/SQL Developer,"Township of Hamilton, NJ 08619",,"Highly proficient in Python Scripting.
 Strong analytical, problem-solving, collaborative skills.
 Must have Data warehousing experience.",https://www.indeed.com/viewjob?jk=967a405ee33c49d4
679,Python Software Developer,"New York, NY 10022 (Midtown area)","$64,000 a year","Hilltop Securities is seeking an entry level Python Software Developer Analyst.
 Seeking individuals who have a strong sense of urgency and the ability to…",https://www.indeed.com/viewjob?jk=a1a83524775b721e
680,Coding Instructor (Elementary and Middle School Students),"Dallas, TX",$35 - $45 an hour,Ideal candidate should be a professional developer or experienced teacher who has extensive industry experience and solid coding knowledge to teach our…,https://www.indeed.com/viewjob?jk=d11dba5d2dd1f162
681,"Full Stack Lead Developer - Python / React

new","San Francisco, CA",$36 - $45 an hour,"We are frequently working with or creating new applications with Python.
 These projects are in various states of development, from ‘proof-of-concept’ to ‘ready…",https://www.indeed.com/viewjob?jk=426a5c0056499520
682,"Data Analytics-Lead

new","San Francisco, CA",$60 - $65 an hour,"Lead at least one client project independently.
 Proactively deliver client updates and attend meetings with stakeholders.
 Data analytics: 5 years (Required).",https://www.indeed.com/viewjob?jk=34d5d6eff98b0dff
683,"Remote Animator Position

new","Richmond, VA 23226 (Three Chopt area)",From $50 an hour,"This position is currently being offered as a freelance role but there is potential for full-time in the future.
 Advanced Photoshop, After Effects, Premiere.",https://www.indeed.com/viewjob?jk=882052e7d79f1d4b
684,"C++/Python SDET, SW Development Engineer in Test (Adv V&V Eg...","Houston, TX 77002 (Second Ward area)",,"The successful candidate will create test cases and organize them into test suites, develop test plans, discover, and describe defects, help debug, and create…",https://www.indeed.com/viewjob?jk=9974a703edaffcc5
685,"Scientist, Quantitative Cell Biologist","Seattle, WA 98109 (South Lake Union area)",,"The goal of the Allen Institute for Cell Science is to understand cell behaviors in their normal, pathological, and regenerative contexts.",https://www.indeed.com/viewjob?jk=5030bfb378e256c1
686,"Business Analyst, WWRO Insights & Reporting","Seattle, WA",,"BA/BS in Computer Science, Engineering, Statistics, Mathematics, Finance or related field.
 2+ years’ experience as a business analyst, business intelligence…",https://www.indeed.com/viewjob?jk=7c261b10844a0c5e
687,"Firmware Validation Test Engineer

new","Foster City, CA 94404",$55 - $65 an hour,"Operating in multiple python test layers optimized for efficiency.
 Implementing automated tests for automotive embedded systems.
 Job Types: Full-time, Contract.",https://www.indeed.com/viewjob?jk=8e9ea17bb2770374
688,"Apigee Engineer - REMOTE

new","Austin, TX","$108,000 - $153,324 a year","Design, build, maintain and support the Apigee infrastructure.
 Maintain and support the existing IBM APIC API Gateway infrastructure.",https://www.indeed.com/viewjob?jk=f4c1e76c8d31f4ad
689,Python Developer,"Dallas, TX",,"Experience in python programming in Windows and Linux environment.
 Senior-level experienced in PyWinRM, SCP, Flask and other python module.",https://www.indeed.com/viewjob?jk=890214c3f4eb6b6f
690,"Product Data Analyst

new","Palo Alto, CA 94303",,"Bill.com is a leading provider of cloud-based software that simplifies, digitizes, and automates complex, back-office financial operations for small and midsize…",https://www.indeed.com/viewjob?jk=2d907703780d0a9b
691,"Data Analyist

new","Fort Worth, TX 76108",,"This position will be responsible for organizing and reporting data associated with the production, quality, and cost data used to make technical and business…",https://www.indeed.com/viewjob?jk=5e1f32768c8ad773
692,"Technical Program Manager 1 - Games

new","Redmond, WA 98052",,"Drive requirements and manage product features, roadmap, and execution.
 Partner across teams and stakeholders to understand requirements and needs and…",https://www.indeed.com/viewjob?jk=0f5677c9d1fee07a
693,Python Django Developer,"New York, NY 10041 (Financial District area)",,"You will participate and effectively contribute to the design, development, and implementation of complex applications, often using new technologies.",https://www.indeed.com/viewjob?jk=3af7d60067019639
694,Propulsion Analyst II and III,"Kent, WA",,"Develop Component Finite Element Models based on interaction with the design and engine system analysis team.
 Communicate analysis results to the team.",https://www.indeed.com/viewjob?jk=d83fda4350e48f27
695,"Bioinformatic Scientist, Molecular Research and Innovation","Seattle, WA",,"Proficiency in the python scripting language.
 We are focused on creating innovative computational and biological solutions for genomic assays, expanding the…",https://www.indeed.com/viewjob?jk=d3f06cb1ddc6bbb8
696,(OptumRx) SQL / Python / Tableau Report Consultant - Telecom...,"Eden Prairie, MN 55346",,"As a SQL / Python / Tableau Report Consultant ( Network Pricing Consultant ), you will provide key technical and analytical support behind the network pricing…",https://www.indeed.com/viewjob?jk=124eba3752e41095
697,Python Developer,"Philadelphia, PA",,With one application you can be considered for thousands of tech roles from leading companies on Seen…,https://www.indeed.com/viewjob?jk=7a93e09be795ac6b
698,Data Engineer- Remote work- Only W2,"Menlo Park, CA",$65 - $80 an hour,"The team needs Data Engineer having strong in SQL and have great experience in building data frameworks.
 Good problem-solving skills (ability to think through…",https://www.indeed.com/viewjob?jk=d761c6955e756d8c
699,"[PS] Python Senior Developer - Home Office

new",Remote,,We are looking for an experienced Python developer to join our engineering team and help us create dynamic software applications for our clients.,https://www.indeed.com/viewjob?jk=b7bb95c62bfcbab8
700,"Intern – IT Platform Engineer (NOA)

new","Redmond, WA",,"Work with Nintendo’s IT team on infrastructure to include technical analysis, design and system development using appropriate technologies to support department…",https://www.indeed.com/viewjob?jk=b5490343f0ba2623
701,"Quality Assurance Engineer - Automation, Python (Remote, US)","Reston, VA 20190 (Sunset Hills area)",,"Working as a seamless, scalable extension of customer security operations, FireEye offers a single platform that blends innovative security technologies, nation…",https://www.indeed.com/viewjob?jk=ae2447dfcbbcd057
702,"Applied AI ML Engineer

new","Seattle, WA",,"Collaborate with all of JPMorgan's lines of business and functions to delivery software solutions.
 Experiment, develop and productionize high quality machine…",https://www.indeed.com/viewjob?jk=0adfdfffd299eb6e
703,Software Engineer,"Bellingham, WA 98225 (Downtown Business District area)","$40,000 - $45,000 a year","AWS / CloudFront, EC2, IAM, Lambda, RDS, S3, SES, SQS, etc.
 Infrastructure automation and orchestration (ex: Ansible, Terraform).",https://www.indeed.com/viewjob?jk=a04cedff852b51e5
704,Java & Python Developer ( US citizen or GC holder),"Lewisville, TX",$65 - $90 an hour,Shall have a minimum of five (5) years of experience in the Information Technology field focusing on AI/ML development projects using DevSecOps and AWS cloud…,https://www.indeed.com/viewjob?jk=5efc6cfe80676bd9
705,Python Modeling Developer,"Washington, DC",,"Migrate legacy SAS systems to workflows written in Python.
 Automate earnings-at-risk calculations.
 Object-oriented Python experience in a LINUX/UNIX environment…",https://www.indeed.com/viewjob?jk=9e76adc87d7a825b
706,Front-End Engineer,"Seattle, WA 98134 (Industrial District area)",,"Collaborating daily with designers, including our head of product, in-house UI designers, and our customers (many of whom are designers themselves).",https://www.indeed.com/viewjob?jk=7cb7291e624cc8ca
707,C++ Software Engineer - Seattle,"Seattle, WA 98101 (Downtown area)",,"Interface with teams of engineers to design and implement software systems.
 Design and develop modular software components to support various needs and domains.",https://www.indeed.com/viewjob?jk=3bf16c16b362b5f2
